# Application: Google Earth VR - Tour
# Frame rate: 60 FPS
# Data rate: 50 Mbps
# Trace duration: 154.989594 s
# Average throughput: 53.719117271834385 Mbps
# CSV Format: burstSizeBytes, timeToNextFrameSeconds
103518,0.016917
108630,0.017252999999999998
111186,0.017563000000000002
115020,0.016022999999999996
113742,0.015876
108630,0.017146999999999996
111186,0.016734000000000013
113742,0.018850000000000006
112464,0.014261999999999997
131634,0.016413999999999984
97128,0.017228999999999994
115020,0.016901
108630,0.015564000000000022
122688,0.01701899999999998
102240,0.01751500000000003
134190,0.01565099999999997
104796,0.016417999999999988
108630,0.01769000000000004
107352,0.015649999999999997
103518,0.018542999999999976
141858,0.015329000000000037
98406,0.017118999999999995
103518,0.01582599999999995
104796,0.01756000000000002
138024,0.01749600000000001
113742,0.016015999999999975
109908,0.01679400000000003
109908,0.01601199999999997
111186,0.016998000000000013
115020,0.015944000000000014
109908,0.01693
115020,0.016997999999999958
116298,0.016994000000000065
118854,0.015947999999999962
117576,0.01693
117576,0.015425000000000022
40896,0.01983400000000002
135468,0.013650999999999969
121410,0.017001000000000044
120132,0.01787099999999997
115020,0.015967999999999982
120132,0.016959999999999975
107352,0.01736800000000005
134190,0.017615999999999965
117576,0.015591000000000022
141858,0.016608999999999985
135468,0.01572499999999999
130356,0.017708000000000057
162306,0.01783799999999991
153360,0.01541300000000001
139302,0.01605500000000004
138024,0.016611000000000042
117576,0.017276999999999987
126522,0.01668499999999995
122688,0.017112000000000016
129078,0.015978999999999965
127800,0.016463000000000005
138024,0.017844000000000082
148248,0.016931999999999947
154638,0.01687799999999995
145692,0.014876000000000111
115020,0.016728999999999994
135468,0.01629499999999995
70290,0.015929000000000082
74124,0.017384999999999984
113742,0.01698899999999992
112464,0.016471000000000124
113742,0.016268999999999867
104796,0.017041000000000084
107352,0.01679900000000001
102240,0.01592899999999986
116298,0.018199999999999994
115020,0.016480999999999968
113742,0.015894000000000075
109908,0.015784999999999938
109908,0.018393000000000104
94572,0.017079000000000066
102240,0.01569699999999985
104796,0.016202999999999967
98406,0.016939000000000037
92016,0.01617500000000005
139302,0.016483999999999943
102240,0.017451000000000105
122688,0.01583000000000001
102240,0.01708200000000004
117576,0.017006999999999994
94572,0.01610899999999993
122688,0.01722299999999999
130356,0.017066000000000026
135468,0.016324000000000005
118854,0.016561999999999966
113742,0.016761999999999944
113742,0.015456000000000136
107352,0.01733499999999988
111186,0.016712999999999978
107352,0.018062000000000022
102240,0.014965000000000117
102240,0.017788999999999833
97128,0.01831000000000005
99684,0.015346000000000082
113742,0.015581999999999985
108630,0.015846999999999944
100962,0.01688299999999998
103518,0.016939999999999955
102240,0.01734200000000019
99684,0.016734999999999944
100962,0.016809000000000074
98406,0.01594999999999991
98406,0.01698899999999992
98406,0.016053000000000095
112464,0.018945999999999907
108630,0.014849000000000112
104796,0.01715
108630,0.015668000000000015
102240,0.01695099999999994
93294,0.0169109999999999
107352,0.01788400000000001
107352,0.016962000000000144
109908,0.015812999999999855
98406,0.01692999999999989
98406,0.017087000000000074
95850,0.015026000000000206
103518,0.016896000000000022
104796,0.018305999999999933
122688,0.015728999999999882
108630,0.018076000000000203
118854,0.01476299999999986
100962,0.016360999999999848
99684,0.017757000000000023
120132,0.01674600000000037
102240,0.016316999999999915
118854,0.016763000000000083
120132,0.01653699999999958
100962,0.017058000000000018
93294,0.017040000000000166
97128,0.016874000000000056
122688,0.01664500000000002
104796,0.01715499999999981
122688,0.0157320000000003
89460,0.015576999999999952
97128,0.01706999999999992
102240,0.016944999999999766
118854,0.01656700000000022
121410,0.016099000000000085
116298,0.018475999999999715
97128,0.015815000000000357
90738,0.01633199999999979
123966,0.01625500000000013
120132,0.01878599999999997
123966,0.015725999999999907
107352,0.01638800000000007
108630,0.016588000000000047
104796,0.01594799999999985
111186,0.017037999999999887
112464,0.016834000000000238
116298,0.015963999999999867
102240,0.017997000000000263
113742,0.016973999999999823
109908,0.016760999999999804
112464,0.01731600000000011
117576,0.015782000000000185
113742,0.01701700000000006
118854,0.01686299999999985
111186,0.014822000000000113
116298,0.018158999999999814
115020,0.015893000000000157
112464,0.015965000000000007
108630,0.017981999999999942
108630,0.015963999999999867
108630,0.01676499999999992
104796,0.015743000000000062
102240,0.0172690000000002
100962,0.016052999999999873
102240,0.01778499999999994
99684,0.01754800000000012
130356,0.01555799999999996
100962,0.016982000000000053
102240,0.01718099999999989
130356,0.016700999999999855
99684,0.017138000000000098
126522,0.014575999999999922
97128,0.017635999999999985
138024,0.016452000000000133
98406,0.016290000000000138
95850,0.016728999999999772
127800,0.01793800000000001
109908,0.016151999999999944
125244,0.020619000000000387
102240,0.014263999999999832
121410,0.014003999999999905
89460,0.018187000000000175
145692,0.016232000000000024
72846,0.016211999999999893
111186,0.017205999999999833
136746,0.016881000000000146
120132,0.017063999999999968
127800,0.01585800000000015
116298,0.016995000000000093
125244,0.01685499999999962
120132,0.016345000000000276
103518,0.016686999999999674
107352,0.01616500000000043
95850,0.017911999999999928
102240,0.016303999999999874
99684,0.01587700000000014
108630,0.01737499999999992
141858,0.015915000000000123
111186,0.016774999999999984
109908,0.01776999999999962
120132,0.016101000000000365
116298,0.016991999999999674
112464,0.016227000000000213
107352,0.01727400000000001
108630,0.016074000000000144
107352,0.01700999999999997
111186,0.016859999999999875
107352,0.01584299999999983
103518,0.015908000000000033
103518,0.015903999999999918
102240,0.016857000000000344
117576,0.017164999999999875
99684,0.017268999999999757
138024,0.016226000000000074
102240,0.017869000000000135
172530,0.016477000000000075
100962,0.015805999999999987
94572,0.01702799999999982
100962,0.01617000000000024
112464,0.01685599999999976
98406,0.01779799999999998
97128,0.016148000000000273
111186,0.01797000000000004
112464,0.015241999999999756
138024,0.015537000000000134
103518,0.016998999999999764
123966,0.01936300000000024
150804,0.014282000000000128
107352,0.017687999999999704
121410,0.015629000000000115
116298,0.01699699999999993
111186,0.017071999999999754
127800,0.01688800000000068
123966,0.015860999999999237
123966,0.01829800000000059
129078,0.016737000000000002
126522,0.014139000000000124
134190,0.017705999999999555
111186,0.016897000000000162
112464,0.017886999999999986
112464,0.015132000000000367
115020,0.016798999999999786
115020,0.017069999999999474
117576,0.017922000000000438
112464,0.016170999999999935
109908,0.016823999999999728
117576,0.016020000000000145
117576,0.017110999999999876
122688,0.01777799999999985
123966,0.01393600000000017
123966,0.01688199999999984
120132,0.018354000000000426
134190,0.01794699999999949
127800,0.014673000000000158
121410,0.01624400000000037
109908,0.01651699999999945
107352,0.017467000000000787
127800,0.015892000000000017
126522,0.01670199999999955
118854,0.016760999999999804
109908,0.017142000000000657
111186,0.018338999999999217
138024,0.015421000000000795
120132,0.01744599999999963
145692,0.015583999999999598
123966,0.017246000000000095
