# Application: Google Earth VR - Cities
# Frame rate: 60 FPS
# Data rate: 10 Mbps
# Trace duration: 275.921614 s
# Average throughput: 11.22777015939027 Mbps
# CSV Format: burstSizeBytes, timeToNextFrameSeconds
31950,0.015844999999999998
26838,0.016293000000000002
20448,0.017688000000000002
26838,0.017276
31950,0.015971
29394,0.017067
29394,0.015867000000000006
26838,0.016386999999999985
31950,0.016583000000000014
23004,0.019058999999999993
23004,0.01574700000000001
24282,0.016968999999999984
25560,0.01574500000000001
21726,0.016907000000000005
34506,0.015919000000000016
26838,0.01804399999999995
25560,0.015981000000000023
28116,0.01685000000000003
25560,0.01603199999999999
28116,0.015844999999999998
19170,0.017959999999999976
26838,0.015988000000000002
23004,0.01802300000000001
21726,0.015990999999999977
31950,0.015912000000000037
29394,0.01699999999999996
35784,0.016869999999999996
23004,0.016002000000000016
23004,0.01739400000000002
28116,0.017590999999999968
26838,0.015791
21726,0.016973000000000016
21726,0.016047000000000033
23004,0.01592300000000002
28116,0.016918999999999906
23004,0.018019000000000007
33228,0.01592300000000002
21726,0.016727000000000047
28116,0.017311999999999994
26838,0.014900000000000024
24282,0.01798999999999995
20448,0.016384999999999983
20448,0.015454999999999997
31950,0.01763999999999999
28116,0.015998000000000068
28116,0.016807999999999934
24282,0.016889000000000043
25560,0.01700999999999997
15336,0.016615999999999964
21726,0.016039000000000025
25560,0.017661000000000038
23004,0.016266000000000003
26838,0.015820999999999974
25560,0.017101000000000033
28116,0.017818
23004,0.017059999999999964
21726,0.015876
28116,0.015615000000000046
21726,0.016971999999999987
29394,0.01793100000000003
34506,0.01599399999999984
26838,0.016768000000000116
21726,0.014985000000000026
33228,0.017987999999999893
17892,0.015981000000000023
21726,0.017916000000000043
28116,0.01694299999999993
31950,0.015866000000000158
34506,0.016912999999999956
17892,0.015951999999999966
29394,0.01603700000000008
23004,0.016998999999999986
23004,0.016912999999999956
20448,0.01750099999999999
23004,0.015903
16614,0.017014000000000085
31950,0.016038999999999914
26838,0.01899099999999998
19170,0.015203999999999995
26838,0.016621999999999915
17892,0.016001000000000154
26838,0.015249999999999986
24282,0.017641999999999936
17892,0.018007000000000106
25560,0.016390999999999822
26838,0.01701000000000019
26838,0.014996999999999927
28116,0.016845
23004,0.017957
25560,0.01761799999999991
23004,0.01445300000000005
17892,0.016976000000000102
24282,0.015938999999999925
21726,0.01883900000000005
24282,0.014996999999999927
23004,0.015940000000000065
24282,0.01753399999999994
35784,0.017120000000000024
21726,0.01704299999999992
21726,0.01591699999999996
23004,0.018040000000000056
23004,0.015978000000000048
30672,0.016672999999999938
29394,0.01709700000000014
26838,0.017079999999999984
24282,0.01490199999999997
25560,0.017001000000000044
23004,0.016727999999999854
28116,0.016118999999999994
28116,0.017021000000000175
26838,0.01712899999999995
24282,0.016897999999999858
20448,0.016000000000000014
26838,0.017920000000000158
24282,0.015954000000000024
23004,0.016971999999999987
24282,0.01584399999999997
19170,0.016656000000000004
24282,0.01703599999999983
33228,0.01592600000000033
20448,0.01693599999999984
19170,0.017040999999999862
20448,0.017879999999999896
33228,0.016040999999999972
29394,0.016934000000000005
19170,0.015966000000000147
23004,0.015953000000000106
20448,0.017598000000000003
30672,0.015960999999999892
24282,0.017959999999999976
33228,0.01588199999999995
21726,0.015970000000000262
21726,0.01695499999999983
19170,0.017974000000000157
29394,0.01688199999999984
30672,0.015038000000000107
31950,0.017945999999999795
19170,0.0161030000000002
16614,0.015985000000000138
25560,0.016672999999999938
20448,0.018044999999999867
28116,0.016907999999999923
35784,0.01591699999999996
20448,0.017046000000000117
26838,0.01657799999999998
26838,0.01634599999999997
23004,0.016255999999999826
28116,0.01663900000000007
26838,0.016960000000000086
19170,0.01787099999999997
26838,0.016065999999999914
23004,0.016538000000000164
26838,0.015976000000000212
21726,0.01584999999999992
24282,0.017964999999999787
19170,0.01700500000000016
26838,0.016939999999999955
19170,0.015550000000000175
21726,0.017023999999999706
24282,0.01740699999999995
21726,0.014933000000000085
30672,0.015963999999999867
37062,0.017551000000000094
25560,0.01831700000000014
21726,0.01603500000000002
26838,0.016877999999999727
28116,0.01592500000000019
24282,0.016894000000000187
12780,0.01617899999999972
21726,0.017710000000000115
26838,0.01695000000000002
26838,0.014962000000000142
24282,0.017903999999999698
19170,0.016823000000000032
20448,0.01593800000000023
25560,0.016032999999999742
23004,0.018876000000000115
26838,0.01554000000000011
25560,0.01594799999999985
21726,0.018011
26838,0.016904999999999948
21726,0.01618800000000009
20448,0.01580199999999987
24282,0.017974000000000157
23004,0.014953000000000216
26838,0.01796099999999967
23004,0.01593800000000023
25560,0.015508000000000077
12780,0.01695000000000002
26838,0.017897999999999747
21726,0.017044999999999977
29394,0.01692600000000022
31950,0.016906999999999783
28116,0.015533000000000019
20448,0.017973000000000017
31950,0.015058000000000238
10224,0.017302999999999624
26838,0.0176400000000001
29394,0.01553899999999997
23004,0.0161690000000001
28116,0.016548999999999925
24282,0.016897000000000162
20448,0.01794899999999977
24282,0.016000000000000014
28116,0.016750000000000043
20448,0.016210000000000058
26838,0.01653400000000005
24282,0.01594799999999985
19170,0.017332000000000125
23004,0.018040000000000056
19170,0.016767999999999894
19170,0.015967999999999982
29394,0.016153000000000084
29394,0.016793999999999976
24282,0.016973999999999823
24282,0.016929000000000194
23004,0.01593100000000014
21726,0.016978999999999633
17892,0.015973000000000237
20448,0.01702400000000015
28116,0.01687700000000003
20448,0.017003999999999575
25560,0.015893000000000157
38340,0.016926999999999914
20448,0.015980000000000327
20448,0.016886999999999652
17892,0.017897000000000052
23004,0.014953999999999912
26838,0.018002000000000073
24282,0.016904000000000252
25560,0.015994000000000064
24282,0.016974999999999962
28116,0.017957
25560,0.01499999999999968
31950,0.01795800000000014
25560,0.01592400000000005
25560,0.016906999999999783
23004,0.01699800000000007
25560,0.016145999999999994
23004,0.017831000000000152
33228,0.015575000000000117
25560,0.017250999999999905
23004,0.015979999999999883
26838,0.016919999999999824
31950,0.015979999999999883
24282,0.0170060000000003
21726,0.01671699999999987
42174,0.016958999999999946
37062,0.016938000000000564
40896,0.015598999999999918
40896,0.017364999999999853
42174,0.017977000000000132
34506,0.013837999999999795
33228,0.018118999999999552
34506,0.016920000000000712
34506,0.015959999999999752
31950,0.01581100000000024
23004,0.017278000000000127
28116,0.018358999999999348
21726,0.016324000000000005
19170,0.01592700000000047
19170,0.015985999999999834
12780,0.01732800000000001
12780,0.016892999999999603
19170,0.015671000000000213
14058,0.017856000000000094
19170,0.015539999999999665
11502,0.01807800000000004
19170,0.015981000000000023
19170,0.016955000000000275
15336,0.01683900000000005
20448,0.01607499999999984
21726,0.01594400000000018
19170,0.016831999999999958
19170,0.017115999999999687
15336,0.015859000000000734
24282,0.01699199999999923
25560,0.016976000000000546
19170,0.01593999999999962
20448,0.016682000000000308
20448,0.018034000000000106
25560,0.015827999999999953
24282,0.017898999999999887
29394,0.01612200000000019
25560,0.015944999999999432
17892,0.016950000000000465
19170,0.015856999999999566
25560,0.01810299999999998
24282,0.01484299999999994
26838,0.01701500000000067
15336,0.017850999999999395
26838,0.01686600000000027
14058,0.017062000000000133
24282,0.016833000000000098
31950,0.0160739999999997
24282,0.016955000000000275
28116,0.015347000000000222
16614,0.015973999999999933
26838,0.016977999999999938
16614,0.016966999999999288
26838,0.01704300000000014
21726,0.015852999999999895
16614,0.01812300000000011
28116,0.016017000000000614
15336,0.01670399999999983
26838,0.016974999999999518
16614,0.01732500000000048
24282,0.014297000000000004
26838,0.01841099999999951
23004,0.017085999999999935
24282,0.016951000000000604
25560,0.015572999999999837
24282,0.016159000000000034
25560,0.016772999999999705
28116,0.016646999999999856
23004,0.016653999999999947
31950,0.01687300000000036
23004,0.01795900000000028
24282,0.01595700000000022
17892,0.015528999999999904
21726,0.017371999999999943
19170,0.016966999999999288
23004,0.01598000000000077
20448,0.016955999999999527
19170,0.016956000000000415
23004,0.01792600000000011
21726,0.01561699999999977
24282,0.017425999999999497
23004,0.016011000000000664
23004,0.016905999999999644
23004,0.016928000000000054
23004,0.01596200000000003
24282,0.015970000000000262
25560,0.016905999999999644
12780,0.016969000000000456
25560,0.016010999999999775
24282,0.016879999999999562
31950,0.016989000000000587
28116,0.017959999999999532
28116,0.015888000000000346
25560,0.015984999999999694
30672,0.016320000000000334
25560,0.01763899999999996
31950,0.015880000000000116
21726,0.01651699999999945
23004,0.018518000000000256
31950,0.01595499999999994
23004,0.015863000000000405
29394,0.017077999999999705
24282,0.01596300000000017
24282,0.01885400000000015
